,Date / Time,City,State,Shape,Duration,Summary,Posted
,7/20/18 22:10,Kelseyville,CA,Unknown,5 minutes,Unknown craft with white and green lights traveling east to west.,8/10/18
,7/20/18 21:20,Jessieville,AR,Disk,3 minutes,UFOs over Lake Ouachita seen from Navy Landing by two people with video and photo.,8/10/18
,7/20/18 21:00,Owens Cross Roads,AL,Light,15 minutes,"A massive bright, white light was observed over Owens Cross Roads, AL, by three adults.",8/10/18
,7/20/18 21:00,Lake Wylie,SC,Light,5 minutes,"Three reddish lights one after the other climbing from low to high in the south-southeast part of the sky headed west, followed shortly",8/10/18
,7/20/18 21:00,Lakeport,CA,Circle,1.5 hours,Orange light stops and slowly moves as it encounters air traffic,8/10/18
,7/20/18 20:30,Buzzards Bay/Bourne,MA,Fireball,3-5 minutes,"Orange fireball at Buzzard's Bay, MA.",8/10/18
,7/20/18 20:18,Peoria,IL,Cylinder,5-8 minutes,"Bright, White, Long, Huge Cylindrical Object above my place. ((anonymous report))",8/10/18
,7/20/18 20:18,Peoria,IL,Cylinder,5-10 minutes,"((HOAX??)) Long, big, bright White Cylinder over my place in daylight. ((anonymous report))",8/10/18
,7/20/18 17:50,Manchester,NH,Unknown,<3 minutes,"Flickering object sighted moving from SE to NW in Manchester, NH.",8/10/18
,7/20/18 15:18,Laurelville,OH,,,MADAR Node 107,8/10/18
,7/20/18 12:17,Agawam,MA,Sphere,15 minutes,"This object was observed for 15 minutes by myself, my wife and a family friend. The object was very high in altitude when compared to a",8/10/18
,7/20/18 03:50,Las Vegas,NV,Light,10 seconds,Bright Orange or Red Light.,2/14/19
,7/19/18 22:20,Pilot Rock,OR,Sphere,15 minutes,"Two separate red glowing orbs traversing the sky in a NNE direction, seen 11 minutes apart.",8/10/18
,7/19/18 22:00,Marfa,TX,Triangle,20 minutes,West Texas Triangle UFOs,8/10/18
,7/19/18 21:55,Langhorne,PA,Light,15 seconds,2 light objects disappear after bright flash from 3rd object ((anonymous report)),8/10/18
,7/19/18 21:45,Langhorne,PA,Light,~30 seconds,Large Bright white light traveled distance of sky in less then 30 seconds.,8/10/18
,7/19/18 21:20,Johnstown,PA,Fireball,5 minutes,I saw a fireball shaped craft hovering and making zig zag patterns in the sky. It had a smaller orb circling it like it was orbiting ar,8/10/18
,7/19/18 21:15,Standish,CA,Other,1-2 minutes,Boomerang-shaped object. ((anonymous report)),8/10/18
,7/19/18 20:45,Topeka,KS,Circle,5 minutes,"UFO OVER TOPEKA East Topeka, Kansas July 19, 2018 / 8:30 to 9:30 PM , After a storm blew through after three NOAA WARNINGS a Thunderst",8/10/18
,7/19/18 17:30,Boise,ID,Oval,4 hours,Unknown orb observed for 4 hours.,8/10/18
,7/19/18 10:30,Foley,AL,Other,2 minutes,Unknown craft aerobatic and very fast.,8/10/18
,7/19/18 09:20,Beach Haven,NJ,Circle,20+ minutes,Three red orbs seen off shore LBI. ((anonymous report)),8/10/18
,7/19/18 01:00,Clear Lake,CA,Circle,2 minutes,"Clear Lake, California 1:00 large green light flashing and none flashing hovered above the sky at a slow, then rapid pace",8/10/18
,7/18/18 23:00,Monessen,PA,Flash,30-45 seconds,"Yellow bright light balls appearing and disappearing ,then reappearing , miles away in night sky.",8/10/18
,7/18/18 23:00,Greenwood,IN,Light,1 hour,"Stationary to slow moving ball of light, 3 nights in a row.",4/8/19
,7/18/18 22:00,Tuscaloosa,AL,Fireball,2 hours,I noticed a ball of light out of my window right above the tree line. It was glowing orange.,8/10/18
,7/18/18 21:50,Fort Collins,CO,Light,45 minutes,"Amber light drops from sky, stops abruptly, shoots out object towards ground, drops low on the horizon, hovers before disappearing.",7/19/18
,7/18/18 21:30,Vance,AL,Light,2-3 minutes,Bright white light moving at speed headed south to north without flashing lights or sound.,7/19/18
,7/18/18 21:15,Davenport,WA,Light,10 seconds,Light moving at an exceptionally high rate of speed south to north.,7/19/18
,7/18/18 21:00,North Las Vegas,NV,Oval,5 minutes,Orb like UFO followed by High Speed Aircraft over Las Vegas heading NE.,7/19/18
,7/18/18 20:45,Albuquerque,NM,Other,2 minutes,"I was on the roof when my son looked up and said &quot; what is that &quot;, pointing to a black spot, very high moving very fast west",7/19/18
,7/18/18 20:45,Peculiar,MO,Cylinder,1 minutes,Object was moving from NE to SW very fast and extremely high altitude with no lights or jet trails. It was a very large cylinder,7/19/18
,7/18/18 19:25,Montello,WI,Sphere,3 minutes,"1 round, 1 smaller triangular companion object, seen hovering beyond treeline by 3 S of Montello, WI. 4 pictures taken.",8/10/18
,7/18/18 18:43,Grantwood village,MO,Cigar,4 minutes,"I thought it was a plane due to alot passing but upon further watching, it came from the east and had what looked like short clouds beh",7/19/18
,7/18/18 18:30,Peruíbe (Brazil),,Light,2 seconds,Avistamento em Peruíbe,7/19/18
,7/18/18 18:05,Warwick,RI,Sphere,15 minutes,Three orange balls of light traveled past the backyard. ((anonymous report)),8/10/18
,7/18/18 15:34,In-flight (California),CA,Formation,6 minutes,3 objects with bright lights (2),8/22/18
,7/18/18 11:00,Tice,FL,Other,2 hours,Silent UFO mimic jets still floating over. ((NUFORC Note: We are uncertain as to whether this is intended as a serious report. PD)),7/19/18
,7/18/18 03:30,Lake in the Hills,IL,Light,30-60 minutes,"Started as one light and then split into 3, one heading north, one heading west, and one heading east",7/19/18
,7/18/18 02:30,Santa Fe,NM,Light,10 minutes,"Formation of large bright spherical lights over open land near Santa Fe, NM",7/19/18
,7/18/18 00:00,Sabin,MN,Changing,1 hour?,Changed shape..you can see in video I'm focusing on 1 but there was actually 3 in a triangle formation just hovering I'd say for about,8/10/18
,7/18/18,Chantilly,VA,Disk,20 minutes,"Disk shaped light (red, yellow, green looked like a ladder coming out the back.",8/10/18
,7/17/18 23:30,Walker,MI,Flash,Seconds,Blinking light sunddenly shot across sky and disappeared. ((anonymous report)),8/10/18
,7/17/18 23:30,Castro Valley,CA,Triangle,8 minutes,"While driving, I spotted a big triangle-shaped object. I saw three lights, green, white, &maybe yellow, moving slowly.",7/19/18
,7/17/18 23:27,Elephant Butte,NM,Unknown,<1 second,Bright light in the stars with a jagged tail,8/10/18
,7/17/18 23:00,Baltimore,MD,Cigar,1 minute,((NUFORC Note: No information provided by witness. PD)),8/10/18
,7/17/18 23:00,Las Vegas,NV,Oval,30 seconds,Oval orange orb during storm,8/10/18
,7/17/18 22:40,Vance,AL,Chevron,>2 hours,"Strange light above Vance/Mccalla. ((NUFORC Note: Probable sighting of Mars, we susptect. PD))",7/19/18
,7/17/18 21:30,Vancouver,WA,Light,4-5 minutes,"Solid red light in sw sky above Vancouver, wa.",7/19/18
,7/17/18 21:01,Richmond,IN,Oval,,An airplane just went past a made a line of smoke. I see 2 ufo fly out of that line of smoke with a glowing light around them .,7/19/18
,7/17/18 21:00,Ocala,FL,Circle,5-10 minues,"Bright white round light in south Ocala night sky,remained stationary and quickly faded out only to reappear again.",8/10/18
,7/17/18 20:58,Indianapolis,IN,,,MADAR Node 07,8/10/18
,7/17/18 18:50,Bay St. George,NF,Circle,,((HOAX??)) A ship that needed help. ((anonymous report)),8/10/18
,7/17/18 18:11,Watsonville,CA,,,MADAR Node 105,8/10/18
,7/17/18 13:43,Newington,CT,,,MADAR Node 106,8/10/18
,7/17/18 12:45,Mercer Island,WA,Light,30 minutes,"2 moving objects in sky. 30 sec. apart from each other, suddenly stopped, moved around in a pattern and flash off. ((anonymous report))",7/19/18
,7/17/18 03:20,Phoenix,AZ,,1 minute,Silent red lights float over interstate 17,7/19/18
,7/17/18 03:00,Barrington,RI,Oval,1 minute,Two witnesses see a star-shaped UFO on Fathers Day which appeared responsive.,12/6/18
,7/16/18 23:00,Trinity,AL,Light,~20 minutes,The lights were seen no more than three at a time. I had actually first seen them at the beginning of this year on my own.,7/19/18
,7/16/18 23:00,Wallace,ID,Cross,5 hours,I have been seeing up to 7 UFO's from my house for the last 2 months. One is large and glowing orange and cross shape. The others are s,7/19/18
,7/16/18 23:00,Richmond,MI,Unknown,~1 minute,"Last night i was on my phone, when it started acting up. When i went exit a page it would a slurping-like noise, In general it was slow",7/19/18
,7/16/18 21:05,Fayetteville,AR,Cone,2 seconds,Was watching two bats fly around the sky over my house.In the backdrop of a fading pink sky I noticed what I thought was a jet leaving,7/19/18
,7/16/18 20:01,Columbia,MO,Other,15 seconds,"Missouri Investigators Group Report: Two adult witnesses observe, and photograph, approaching object.",7/19/18
,7/16/18 09:00,Columbia,MD,Light,10-15 seconds,Two small white lights very high in the sky moving in unison.,7/19/18
,7/16/18 08:30,Newington,CT,,,MADAR Node 106,8/10/18
,7/16/18 03:30,Milan (Italy),,Other,20 minutes from what i re,"Possiblity of abduction, strange noises.",7/19/18
,7/16/18 00:30,Hopewell,VA,Fireball,2 minutes,Fireball traveled from right side of roadway to left. ((NUFORC Note: Witness provides a minimum of information. PD)),8/10/18
,7/16/18 00:20,Chantilly,VA,Oval,10 seconds,Green pulsing orb descending to surface diagonally,7/19/18
,7/16/18 00:00,Wilson,NC,Rectangle,Hour,"Riding us 42 east,notice a large object worth red,orange, white lights, heard no noise,later it moved further away,then a white round l",7/19/18
,7/15/18 23:00,Bloomington,MN,Oval,5 minutes,Saw an oval shaped ring of glowing white lights in the sky,7/19/18
,7/15/18 22:30,Carlotta,CA,Circle,10 seconds,Only in the redwoods night saucer!!!!!!!!!!! ((anonymous report)),1/17/19
,7/15/18 21:55,Lake Mary,FL,Light,3 minutes,Viewing the night sky from Lake Mary looking WNW we saw what appeared to be a star that got bright and dimmed. The light got brighter a,7/19/18
,7/15/18 21:35,Watsonville,CA,,,MADAR Node 105,7/19/18
,7/15/18 21:00,Bordentown,NJ,Diamond,,Aliens See in Bordentown NJ Skys,7/19/18
,7/15/18 17:30,Vancouver (Canada),BC,Formation,45 minutes,"11 white star like lights blinking/flashing & non-flashing for 40+ minutes in scattered formation, very very slowly moving.",7/19/18
,7/15/18 16:30,Lathrop,CA,Disk,10 seconds,"Shiny silver disc shaped object hovering in sky for a few seconds, blinked and it was gone.",7/19/18
,7/15/18 16:25,Norris City,IL,,,MADAR Node 115,7/19/18
,7/15/18 16:00,Virginia Beach,VA,Rectangle,2-3 minutes,"I was sitting on my patio here in Virginia Beach, VA. Usually we see the military jets doing maneuvers with their loud engines.",7/19/18
,7/15/18 16:00,Anna Maria,FL,Sphere,00:00:15,Spheres over Anna Maria Island. ((anonymous report)),7/19/18
,7/15/18 10:00,Montgomery Creek,CA,Circle,6 hours,"Just sat there plain sight for about 6-7 hours. As big as the space station looks but didn’t move.white, lit like A light bulb....not v",7/19/18
,7/15/18 04:30,North Myrtle Beach,SC,Fireball,Happening now! For over 3,There is currently a single fireball shape hovering high over the water in the S sky. ((anonymous source))((NUFORC Note: Mars? PD)),7/19/18
,7/15/18 03:30,Keswick Ridge (Canada),NB,Unknown,2 minutes,"At 3:30 AM, I saw flashing on the wall as though there were a tractor or some heavy equipment running nearby.",7/19/18
,7/15/18 02:00,Westminster,CO,Light,1 minute,"A bright flashing white golden light was above my house high up in the ionosphere, it was so bright, it caught my attention to look up.",7/19/18
,7/15/18 00:40,Airdrie (Canada),AB,Triangle,4-5 seconds,Three lights in triangular formation. Swarmed by 3-5 singular lights moving at varying speeds and directions around triangular light.,7/19/18
,7/14/18 23:00,Seaside,OR,Triangle,10 seconds,"Coming back from Stargazing. Then up off in the distance we saw, what appeared be, 3 balls of soft light.",7/19/18
,7/14/18 22:30,Pilot Rock,OR,Sphere,3 minutes,Glowing red orb with smaller blue orb trailing behind traversing sky at high rate of speed.,8/10/18
,7/14/18 22:00,Bradford,IA,Unknown,Seconds,Strange sound.,3/21/19
,7/14/18 21:20,LaPlace,LA,Chevron,1 minute,Pentagonal lights/very large black craft.,7/19/18
,7/14/18 19:00,Seattle,WA,Circle,10+ minutes,Stationary Object With Extension Emerging Retracting High Above SeaTac or Boeing Field.,7/19/18
,7/14/18 15:23,Watsonville,CA,,,MADAR Node 105,7/19/18
,7/14/18 13:15,Pilot Rock,OR,Egg,10 minutes,Buzzed by a white egg shaped object south of Pilot Rock. ((anonymous report)),7/19/18
,7/14/18 01:30,Cresent Lake - Middle of the Mission Mountain Wilderness - F,MT,Fireball,15 seconds,On a backpacking trip for the weekend. Camped right on Cresent Lake in the middle of the Mission Mountain Wilderness - Flathead Nationa,7/19/18
,7/14/18 01:00,Atlantic Beach,FL,Triangle,30 minutes,"Bright reddish color. Stayed in position for awhile. Photos of it enlarged, had perfect triangle shape. ((NUFORC Note: Mars? PD))",7/19/18
,7/14/18 01:00,Sterling Heights,MI,Circle,"Hours, didn’t leave",Bright Orange Light. ((NUFORC Note: Sighting of Mars. PD)),7/19/18
,7/13/18 23:30,Pawhuska,OK,Oval,30 seconds,2 aircraft side by side 1 was orange orb shape other was cargo jet flying low and slow.,7/19/18
,7/13/18 23:00,Providence,UT,,,"Many blinking stars throughout the sky. After several minutes some of the stars would fade, then become brighter. ((anonymous report))",7/19/18
,7/13/18 22:50,Lincoln City,OR,Diamond,3 incidents 1st 2 mins...,"Lincoln City, Siletz Bay, and Town of Siletz, OR - late night diamond shaped objects in sky, with red and blue lights....",8/10/18
,7/13/18 22:30,Columbus,OH,Light,~5 minutes each,"My neighbor and I were sitting in his front yard located near the Westgate area of Columbus, Ohio when I noticed a golden orange light.",7/19/18
,7/13/18 22:30,Portland,ME,Light,5 seconds,"A group of adults witness two lights, moving rapidly overhead, which quickly swap positions.",7/19/18
,7/13/18 22:00,Van Buren,MO,Light,5,My girlfriend and I were laying facing up in our tent camping at Watercress Campground. My girlfriend said she saw a falling star. I di,7/19/18
,7/13/18 21:45,Arcadia,OK,Rectangle,5 minutes,Large rectangular slow moving craft over farm,8/10/18
,7/13/18 21:30,Swansea,MA,Light,4 seconds,Small purple light arching across sky at dusk in Swansea.,7/19/18
,7/13/18 21:00,Barre,VT,Fireball,10 minutes,"Orange lights fly by central Vermont, July 13th. ((NUFORC Note:",7/19/18
,7/13/18 21:00,Palm Springs,CA,Changing,>12 minutes,"Object changing size and shape. To naked eye, it looked like a stick figure of a five pointed star.",8/10/18
,7/13/18 20:50,Brigham City,UT,Oval,7 minutes,Brigham City Utah sighting of black object in sky at 8:50 PM 7/13/18,7/19/18
,7/13/18 19:00,Tampa,FL,Light,45 seconds,(Star) Spherical light moving through the sky in irregular patterns. ((anonymous report)),7/19/18
,7/13/18 17:06,Bekasi (Singapore),,Triangle,67 minutes,My brother and I saw this flying misterious object and we thought that it was a kite.But an hour later i started to think that this ob,7/13/18
,7/13/18 13:17,Norris City,IN,,,MADAR Node 115,7/19/18
,7/13/18 03:00,Birdsview,WA,Unknown,4 minutes or more,Tent visited by strange lights in the middle of the night on the Skagit River,8/10/18
,7/13/18 02:00,Grass Valley,CA,Circle,Looking at stars,I just got into astronomy and I got 20x80 binoculars scanning to the north the first object darting past really really fast but I kept,7/19/18
,7/13/18 02:00,Grass Valley,CA,Circle,Looking at stars,I just got into astronomy and I got 20x80 binoculars scanning to the north the first object darting past really really fast but I kept,7/19/18
,7/13/18 01:47,Estero,FL,Circle,40 minutes,"Circular formation of 3-5 lights, slowly flickering and intermittently changing color and number of flickering lights.",7/19/18
,7/13/18 00:30,China,ME,Unknown,1 hour,There was 2 green dots and a very bright spot light that was shining all over and blinking. ((anonymous report)),7/13/18
,7/13/18 00:30,Mulino,OR,Other,30 minutes,Two odd lights in the sky to the south caught my eye as i walked outsidr to let dogs out. I called my husband out and we watched as the,7/13/18
,7/13/18 00:00,Leavenworth,WA,Circle,4+ hours until sunrise,"Single, fireball, orange, low alt, low speed, observing like behavior.",7/19/18
,7/12/18 23:00,Fargo,ND,Light,10 minutes,Saw 3 bright white and blue lights blinking with sync with eachother. One was about the height of a tower would be.((anonymous report)),7/19/18
,7/12/18 11:43,Punta Arenas (Chile),,Disk,3 minutes,Sudden appearance of spherical object at high altitude with accompanying large sonic boom and sharp turn south to the Antarctic.,7/19/18
,7/12/18 09:30,Norris City,IN,,,MADAR Node 115,7/19/18
,7/12/18 05:10,Tallahassee,FL,Circle,60 minutes,Ring of lights.,7/13/18
,7/12/18 03:15,Brandon/Sioux Falls,SD,Disk,3:25,"((HOAX??)) Saucer/disk seen by one middle schooler in Brandon, South Dakota.",12/14/18
,7/11/18 23:55,Owasso,OK,Formation,20 seconds,"Two oddly lit craft, one following the other, disappear from view on a clear cloudless night.",7/13/18
,7/11/18 22:09,Midland,TX,Light,5 minutes,Blue UFO hovers above me for several minutes,8/10/18
,7/11/18 22:00,Brooklyn Park,MN,Flash,~10 minutes,"Heard booming sounds like thunder, but rapid; nearly constant. Witnessed 1 flash of light to the west. Watched sky after it ended. Fast",7/13/18
,7/11/18 22:00,Silver Spring,MD,Light,still there,"Starting about 21:30, my wife and I saw a dancing light in the sky. We thought at first it was a star. However, it moved, initially t",7/13/18
,7/11/18 22:00,Warrington,PA,Cigar,~3 months,"I saw several helicopters heading toward it, almost appearing to be checking it out. ((anonymous report))",7/13/18
,7/11/18 20:25,Fort Collins,CO,Cigar,15 minutes,"Hovering white object north of Ft. Collins, CO. 7/11/18.",7/13/18
,7/11/18 19:30,Bend,OR,Oval,2 hours,I observed a single object at very high altitude. From my perspective it was in my Northeast direction then moved slightly Northwest.,7/19/18
,7/11/18 19:00,Culver/Redmond (between),OR,Sphere,2 hours 15 min,Translucent white sphere shaped ball on with striation marks on it like that of a water. ((NUFORC Note: Scientific balloon?? PD)),7/13/18
,7/11/18 18:00,Moses Lake,WA,Circle,~5 minutes,I am born and raised in Moses Lake and I am very used to the planes that fly by and the direction and frequency that they usually fly.,8/17/18
,7/11/18 16:30,Los Feliz,CA,Circle,10 minutes,White circle was moving and stopping above the cloud line for about 10 minutes. ((anonymous report)),7/13/18
,7/11/18 10:45,Pendleton,OR,Changing,45 minutes,"White, semi-translucent objects seen over Eastern Oregon",7/13/18
,7/11/18 05:30,Holden,MA,,,MADAR Node 02,7/19/18
,7/11/18 04:15,Shepherd,TX,Light,90 seconds,"Pair of white lights, unmoving directly overhead, fading within 90 seconds to invisible.",7/19/18
,7/11/18 02:30,Grand Rapids,MI,Other,3 minutes,Large manta-ray shaped UFO frozen on a 45 degree angle with 7 large white pyramid patterned circles on the bottom of the aircraft,7/13/18
,7/11/18 01:20,Delaware,OH,Light,10 seconds,1 bright red orb. ((NUFORC Note:,7/13/18
,7/11/18 01:00,East Hartford,CT,Triangle,15,Object was apparentent from clouds it would blink on and off and shot up at the end with crazy speed,7/13/18
,7/11/18 00:25,Newburgh,IN,,,MADAR Node 06,7/19/18
,7/10/18 23:00,Myrtle Beach,SC,Unknown,30 minutes,Object with red then white lights seen over the ocean 3 separate times in different locations.,7/13/18
,7/10/18 22:10,Carolina Beach,NC,Oval,4 minutes,Huge orange oval shaped bright light appeared over the ocean in the vicinity of the horizon. ((NUFORC Note: Mars. PD)),7/13/18
,7/10/18 22:00,Topsail Island,,Triangle,3-5 minutes,"Looking out over the ocean from our house deck, we observed what we first thought was the planet Mars as it was kind of close to where",7/13/18
,7/10/18 22:00,Moses Lake,WA,Changing,45 minutes,Recently I have noticed a very bright star in the sky. ((NUFORC Note: Possibly Venus in the western sky. PD)),7/13/18
,7/10/18 21:35,Naples,FL,Unknown,1 minute,NO ABDUCTION---YOUR SYSTEM MADE A MISTAKE REGARDING MY PRIOR SUBMISSION.,7/13/18
,7/10/18 21:35,Naples,FL,Unknown,1 minute,See above.,7/13/18
,7/10/18 21:15,Boise,ID,Cigar,3 minutes,"red and white cigar object with a rudder and a stinger on the front top, no noise, then vanished.",7/13/18
,7/10/18 17:00,Greece,NY,Cylinder,15 seconds,My wife and I saw a silver cylinder object traveling east at about 15000 ft in the sky about the size of a car. ((anonymous report)),7/13/18
,7/10/18 14:45,Arlington,TX,Sphere,3 minutes,Black sphere about the size of a large air plane very slowly moving then as I pointe do it out it sped off very extremely fast.,7/13/18
,7/10/18 11:30,Rohnert Park,CA,Formation,3-4 minutes,White boomerang shaped objects swarming and floating then immediately disappeared together.,7/13/18
,7/10/18 09:18,Livingston,TX,Unknown,12 minutes,Seen this weaird light about 9:00.after work it was sitting steal with altering lights white red and green it shows movement left to ri,8/10/18
,7/10/18 05:00,Eau Claire,WI,Circle,30 minutes,UFO activity at the moon?,7/13/18
,7/10/18 04:30,Johannesburg,,Sphere,15 minutes,Woke up and while having a smoke spotted a strange looking star. ((NUFORC Note: Mars?? PD)),7/13/18
,7/10/18 03:00,Westford,MA,Cross,20 minutes,Craft seemed to hover in southern sky. Reflected bright light. Looked like mirror array through binoculars. ((NUFORC Note:: Mars? PD)),7/13/18
,7/10/18 03:00,Seabrook Beach,NH,Triangle,18 minutes,Was in kayak in seabrook harbor when noticed an almost multi colored sphere with a bunch of smaller red orbs moving in all directions t,7/13/18
,7/10/18 00:25,Newburgh,IN,,,MADAR Node 06,7/19/18
,7/9/18 23:13,Louisville,OH,Sphere,2 minutes,"Walked outside to smoke a cigarette at, a little after 11pm. Looked up in the sky, and seen a large sphere.

The sphere had lights r",8/10/18
,7/9/18 22:30,North Myrtle Beach,SC,Circle,5 seconds,Husband and I were sitting on hotel balcony overlooking the ocean. Large very bright orange orb suddenly appeared over Atlantic Ocean.,7/13/18
,7/9/18 22:30,North Myrtle Beach,SC,Circle,30 seconds,My sister and I were on the balcony of our condominium. It started with one oval-shaped bright orange light. More ovals lit up in a per,7/19/18
,7/9/18 21:00,Warrington,PA,Cigar,"nightly, about 3 weeks","What is in the sky after 9 pm in Warrington, PA? ((NUFORC Note: Possibly Venus. PD)) ((anonymous report))",7/13/18
,7/9/18 20:41,Norwalk,CT,,,MADAR Node 103,7/19/18
,7/9/18 14:10,Richmond,VA,Disk,1 minute,"UFO disc reflecting sun while hovering silently north of Richmond, VA",3/14/19
,7/9/18 14:10,Richmond,VA,Disk,1 minute,"UFO disc reflecting sun while hovering silently north of Richmond, VA.",7/19/18
,7/9/18 04:15,Flatwoods,WV,Light,45 minutes,"Observed Start-shaped object over Flatwoods, WV.",7/13/18
,7/9/18 03:00,Bethany,CT,Light,Until,Witnessed regularly is an excessively bright light that can be seen to move in ways that differ from stars/planets.,7/13/18
,7/9/18 03:00,Marietta,MS,Other,2 minutes,My friend and I were coming home from a friends around 3 am and we spotted a red light in the sky it appeared to be crescent shape with,7/13/18
,7/9/18 00:04,Madras (?),OR,Sphere,,"Orange sphere seen by at least two people from Vancouver, Washington, off to the SE over OR. ((NUFORC Note: Mars. PD))",7/13/18
,7/8/18 23:38,Norwalk,CT,,,MADAR Node 103,7/19/18
,7/8/18 22:00,Gloucester,MA,Sphere,1 hour,"a series of bright spheres moved slowly, one-by-one, in a southerly direction,away from a stationary sphere. ((anonymous report))",7/13/18
,7/8/18 22:00,Belton,MO,Light,2 minutes,"Belton,mo 3min 10pm 7/8/18 light, East to West, reddish aura, went dark, no airplane. no collision lights.",7/13/18
,7/8/18 20:50,Mt. Prospect,IL,Fireball,3 seconds,Bright fireball moving North to South over Mt. Prospect.,7/13/18
,7/8/18 20:41,Rock Island,IL,Light,2 seconds,Light green neon light flashed across the sky. ((anonymous report)),7/13/18
,7/8/18 20:40,Blue Springs,MO,Circle,5 seconds,"Bright green ball appeared out of nowhere,like shooting star for 3-4 seconds except fr glowing green color. 2 balls that appeared to &q",7/13/18
,7/8/18 20:40,Madison,WI,Chevron,30 seconds,Lime green object flew quickly from NW to SE over the beltline near the Southtown exit. We lost sight of it as it flew behind trees.,7/13/18
,7/8/18 20:40,Omaha,NE,Teardrop,30 seconds,"Greenish light going through the sky, then a burst of light out the back and took off faster then disappeared.",7/13/18
,7/8/18 20:30,Omaha,NE,Chevron,10 seconds,Saw a UFO. ((anonymous report)),7/13/18
,7/8/18 20:30,Edwardsville,IL,Light,2 minutes,Seen 2 veetical circle bright lights moving up towards space at a very high speed until it disappeared in space. ((anonymous report)),7/13/18
,7/8/18 20:28,Vernon,CT,Triangle,3 minutes,It did not look like any a/c or helicopter or any other type of aircraft I have ever seen. ((anonymous report)),7/13/18
,7/8/18 19:40,New York City (Brooklyn),NY,Sphere,25 minutes,"In Prospect Park, my wife and I saw a sphere like object slowly move across the sky. It was stationary for long periods in the sky as w",7/13/18
,7/8/18 18:50,Mechanicsburg,PA,Unknown,5 minutes,Unknown drone like reflective objects. ((anonymous report)),7/13/18
,7/8/18 18:45,Winnebago,MN,Light,4 seconds,Small green light in southern Minnesota sky.,7/13/18
,7/8/18 18:42,Bennington,NE,Flash,15 seconds,"This light came across, stopped for 1 second, then immediately bursted away.",7/13/18
,7/8/18 18:35,Hampshire,IL,Cylinder,10-12 seconds,"I thought it was a shooting star, but it was much closer and larger and flew across the sky over the corn and bean fields for 10 second",7/13/18
,7/8/18 13:19,Salt Lake City,UT,,,MADAR Node 112,7/19/18
,7/8/18 11:50,Springfield,VA,Light,10 seconds,"Silent, moving light or shiny object observed in full daylight over Northern Virginia. ((anonymous report))",7/13/18
,7/8/18 11:30,Austin,TX,Light,3 minutes,Out walking my dog and saw a light orb zigzag in the sky then stop. Was 100 steps from home and did not have my mobile phone with me. W,7/13/18
,7/8/18 04:25,High Wycombe (UK/England),,,,Inexsplicable ufo as using some sort of missile near Heatrow flightpaths.,7/13/18
,7/8/18 03:30,Aloha,OR,Light,1 hour,"Strange hazy, fire-like light above Aloha, footage captured",7/13/18
,7/8/18 02:10,Greensboro,NC,Other,15 minutes,I saw an object in the sky that looked like lights stacked vertically that were changing from red to white.,7/13/18
,7/8/18 02:00,Salinas,CA,Light,1 second,"Driving by fields and see green light orb come diagonally out of sky and then back out lasting two seconds, 2 other drivers saw",7/13/18
,7/8/18 01:05,Bear Lake,MI,Light,5 minutes,"At about 45 degrees South, a small point of light appeared, looking like a bright star, it flashed even brighter. Moving Southwest very",7/13/18
,7/8/18 00:22,Blaine,MN,Circle,40 minutes,I seen this ball of light just floating over the cities. I knew it wasn't a star. ((anonymous report))((NUFORC Note: Mars?? PD)),7/13/18
,7/8/18 00:00,Brattleboro,VT,Disk,30 minutes,"W/ binox, I saw that a white light in S sky appeared to be a slowly revolving disk with many white lights.((NUFORC Note: Planet? PD))",7/13/18
,7/7/18 23:00,Antelope,CA,Circle,4 hours,Tonight i seen a circle orange light hovering in the sky completely still about 6 storys high and about half a mile away near walmart,7/13/18
,7/7/18 22:41,East Petersburg,PA,Other,22:52,"During E. Petersburg fireworks seen red flashing arrow shape in sky hovering my street, 4 blocks from fireworks. ((anonymous report))",7/13/18
,7/7/18 22:30,antelope,CA,Other,4 hours,This is the first time i have ever seen this many drones fly in the nigh sky its like a fleet of survalince drones doing a recon,7/13/18
,7/7/18 22:25,Greenwood,IN,Light,2 minutes,"Two Orange lights in formation over Greenwood, Indiana.",7/13/18
,7/7/18 21:50,Tulsa,OK,Sphere,3 minutes,Spherical red light moving through the night sky. It came from the north and moved south. Lost sight of it after 3 minutes. The light w,8/17/18
,7/7/18 21:45,Trenton,ME,Light,1 seconds,Meteor streaks overhead and ends with landing lights,8/10/18
,7/7/18 19:45,Oakland,CA,Formation,~25 minutes,"Viewed a star-like object higher than a plane would fly, flanked by 6 less-bright 'stars' of light traveling around it.",7/13/18
,7/7/18 18:00,Halifax,MA,Other,1 min,"Three reflective silver fixed wing bird shaped objects, traveling in a circular pattern. ((anonymous report))",7/13/18
,7/7/18 14:36,Bayonne,NJ,Sphere,10-15 minutes,High altitude drifting and stopping white dot against blue sky strobes briefly before disappearing from soght,7/13/18
,7/7/18 09:41,Mt. Vernon,IN,,,MADAR Node 119,7/19/18
,7/7/18 08:40,Concho,AZ,Fireball,3 minutes,Sitting outside and noticed a bright light in the sky above my husband's head. It was rapidly moving downward and became brighter as it,7/13/18
,7/7/18 05:00,Ladson,SC,Other,1 hour,Description of sighting event.,7/19/18
