,Date / Time,City,State,Shape,Duration,Summary,Posted
,4/25/19 19:41,Lincoln,NH,Sphere,A couple of minutes,Sphere shaped craft disappears in the sky,4/25/19
,4/25/19 08:05,Toronto (Canada),ON,Sphere,3 seconds,Sliver Sphere (Orb) Sighting in Toronto (Leslieville),4/25/19
,4/24/19 22:45,Harrisonburg,VA,Triangle,0.5 second,"Triangle, white centerish area with rainbow emitting from it to shape the triangle",4/25/19
,4/24/19 22:30,Palm Desert,CA,Chevron,10 seconds,"This was a sighting at night above Palm Desert, CA. featuring an angular object from which four other objects flew away and came back.",4/25/19
,4/24/19 22:21,Long Beach,MS,Light,3 seconds,A bright green light came from the east qnd went down in the west,4/25/19
,4/24/19 20:45,Janesville,WI,Sphere,10 minutes,8 orange spheres in a random dispersion with an additional one a distance away catching up with the others.,4/25/19
,4/24/19 17:30,Naugatuck,CT,Oval,2 minutes,"Small black oval object, flew over condominium in Naugatuck, CT",4/25/19
,4/24/19 05:00,Lafayette,CA,Light,1 hour,"floating, dancing, jagger moving light in sky above east bay area for 1h ((NUFORC Note: Possible planet?? PD))",4/25/19
,4/23/19 00:00,New York City (Queens),NY,Light,3 seconds,"saw light in the shy that slowly dropped, and quickly vanished off to the left.",4/25/19
,4/23/19 22:24,Punta Gorda,FL,Triangle,2 minutes,"I saw 1 red, 2 white lights in triangular formation hovering in the night sky then vanished",4/25/19
,4/23/19 22:20,Fullerton,CA,Other,5 seconds,Wing like shape moving quickly across the sky in a straight trajectory.,4/25/19
,4/23/19 22:00,Mesa,AZ,Sphere,+1 hour,Two pulsating tricolor lighted objects; stationary - not hovering; approximately 20 miles apart; no noise; working in tandem?,4/25/19
,4/23/19 16:40,Eagle Mountain,UT,Circle,20,Over 100 lights float in the sky,4/25/19
,4/23/19 16:40,Eagle Mountain,UT,Circle,20 minutes,There was over 100 circular objects floating in the sky. I believed that they were balloons until 70% of them flew away slowly and 10%,4/25/19
,4/23/19 14:58,Chesapeake,VA,Circle,2 minutes,"Was walking to the happy shopper down the street, heard a weird sound, happened to look up to see 2 unidentified flying objects flying",4/25/19
,4/23/19 13:00,Thompson's Station,TN,Disk,3 minutes 27 seconds,((HOAX)) Was outside looking at the night sky & then my two friends both saw an UFO. I passed out for 2 min. they said and then I woke,4/25/19
,4/23/19 12:22,Indian Lake Estates,FL,Oval,10 seconds,Brilliant blue oval shaped object crosses sky directly overhead.,4/25/19
,4/22/19 21:19,Strongsville,OH,Sphere,15 seconds,Fiery orange spheres rapidly ascending.,4/25/19
,4/22/19 20:32,Nappanee,IN,Cigar,2 hours,A business retreat sights vibrant cigar shaped objects.,4/25/19
,4/22/19 06:35,Akron,OH,Cigar,6 minutes,"Cigar Shaped Object, vertically aligned, seen in area of Lockheed Martin",4/25/19
,4/22/19 01:11,St. Petersburg,FL,Flash,10 seconds,Quick white flashing streak that turned greenish and fully disappeared into the tree line.,4/25/19
,4/22/19 00:49,Van Nuys,CA,Fireball,5 seconds,I was driving a little after a quarter to 1 am when I stopped at an intersection and saw something go in front my vehicle. I could see,4/25/19
,4/22/19 00:20,Whitecourt (Canada),AB,Triangle,2 seconds,"Almost triangle, translucent craft in focus for only a few seconds, wow.",4/25/19
,4/21/19 23:35,Battle Creek,MI,Flash,1 second,"Saw 2 flashes of bright white light at 160 degrees on the southern horizon. There are no clouds, a clear night, and no storms in the vi",4/25/19
,4/21/19 23:00,Lexington,NC,Egg,Intermittent activity for,Hovering Light Over NC.,4/25/19
,4/21/19 22:35,North Wilkesboro,NC,Light,18 minutes,"On the evening of April 21, 2019 approximately at 22:25pm EST in a town at the base of the Appalachian mtns in North Carolina I looked",4/25/19
,4/21/19 22:30,Kentwood,MI,Unknown,1 minute,"An orange light crossed the sky over Kentwood, Mi. going southeast to northwest.",4/25/19
,4/21/19 21:30,Strathroy (Canada),ON,Triangle,6 seconds,"I was enjoying the night sky with my spouse when I thought I'd try to look for shooting stars, i stared straight up, when a dark, nearl",4/25/19
,4/21/19 21:15,Dauphin Island,AL,Other,2-3 seconds,"Several shadows flying along the shore in Dauphin Island, AL.",4/25/19
,4/21/19 21:00,Carolina Beach,NC,Circle,1 hour,"Red Orb silently hovers over Carolina Beach, NC, and Brunswick Nuclear Power Plant in Southport.",4/25/19
,4/21/19 20:15,Lakeside,AZ,Fireball,6 seconds,I saw a ball of fire in the sky.,4/25/19
,4/21/19 19:05,Napier (New Zealand),,Rectangle,8 seconds,Translucent satellite shaped object or rod shaped.,4/25/19
,4/21/19 17:00,Sparland,IL,Fireball,15 minutes,I was getting ready to go to bed and my dog started whining. I look outside and saw a huge orangeish red fiery light. I got pics and vi,4/25/19
,4/21/19 08:15,Superior,ID,Flash,1 minute,"Bright UFO suddenly appears in sky and flanks small jet, following it across the sky above remote mountains in northern Idaho",4/25/19
,4/21/19 06:59,Norwood,NJ,,,MADAR Node 145,4/25/19
,4/21/19 06:04,Falmouth (UK/England),,Fireball,5 minutes,((NUFORC Note: No detailed information provided by source of report. We have requested a report. PD)),4/25/19
,4/21/19 03:00,Milford,UT,Circle,Not sure,Three expanding/moving lights.,4/25/19
,4/20/19 22:25,Morris,MN,Triangle,4-5 seconds,Triangle with 3 lights moved quickly and quietly across the sky.,4/25/19
,4/20/19 21:45,Nottingham,MD,Unknown,30 seconds,Color changing lights.,4/25/19
,4/20/19 21:00,Montgomery,MN,Triangle,45 minutes,"Object has a red flashing light, a steady white light, and a series of lights in a triangular shape.",4/25/19
,4/20/19 20:48,Las Vegas,NV,Unknown,30 seconds,Bluish white UFO above southwest Las Vegas. High velocity.,4/25/19
,4/20/19 20:45,Troutman,NC,Formation,15 minutes,"Several strange orange lights seen in formation on the sky near Troutman, NC.",4/25/19
,4/20/19 20:00,Jacksonville,FL,Light,2 minutes,"((HOAX)) After asking if any ETs were around tonight, to show me they are here and within seconds one flashed.",4/25/19
,4/20/19 19:45,Valparaiso,IN,Light,15 minutes,Streaks of light seen at sunset. Changed position and color.,4/25/19
,4/20/19 18:30,Independence,MO,Fireball,20 seconds,"Bright red and orange solid light over Independence, Missouri.",4/25/19
,4/20/19 14:00,Bismarck/Mandan (between),ND,Changing,30 seconds,Strange expanding portal looking object seen in broad daylight.,4/25/19
,4/20/19 12:59,Goffstown,NH,,,MADAR Node 05,4/25/19
,4/20/19 12:26,Helotes,TX,,,MADAR Node 06,4/25/19
,4/20/19 10:15,Heightstown,NJ,Triangle,3 minutes,"My stepmother and I were driving on Indian Hill Rd., when we experienced a light gray triange shaped ufo with red and white lights.",4/25/19
,4/20/19 09:38,Waco,TX,Triangle,10 seconds,"Triangle shaped object, three red lights, one light on each point.",4/25/19
,4/20/19 08:00,Plymouth,WI,Changing,1 minute,"Cloud like object appeared, then disappears, appears again and collapsed on itself to disappear.",4/25/19
,4/20/19 04:20,Weed,CA,Cigar,"4 minutes, 20 seconds","((HOAX)) So y'all see, a big old cigar came down and yeeted our whole class on 4/20 in a BLAZE of smoke.",4/25/19
,4/20/19 03:30,Sherman Oaks,CA,Fireball,3 minutes,Ball of light flying in multiple directions over Sherman Oaks.,4/25/19
,4/20/19 01:42,Norwood,NJ,,,MADAR Node 145,4/25/19
,4/19/19 19:15,Whittier,CA,Light,10 minutes,Bright star-like object seen moving east to west over the Los Angeles area around sunset. ((anonymous report)),4/25/19
,4/19/19 17:35,Oklahoma City,OK,Oval,30 seconds,"Black oval object in sky flashing blue lights that ""winked-out"" followed by a circling jet and then three helicopters.",4/25/19
,4/19/19 17:35,Oklahoma City,OK,Oval,30 seconds,"Black oval object in sky flashing blue lights that ""winked-out"" followed by a circling jet and then three helicopters.",4/25/19
,4/19/19 12:30,Jamaica (Queens),NY,Circle,20 minutes,Low rumbling sound from a stationary object that emits a beam.,4/25/19
,4/19/19 05:05,Eureka,CA,Sphere,~2 minutes,Bright orange/red orb Northwest sky 20degrees above the horizon. Bright would dim and get brighter. Then it moved slightly. Then it fad,4/25/19
,4/19/19 04:04,Joplin,MO,Sphere,2 minutes,"On my way to work, on the northern horizon. I noticed what looked like a red flashing radio tower signal light above par-hill park. The",4/25/19
,4/19/19 03:30,St. Francis,MN,Light,2 brief but loud explosio,"At approx 0135 & again at 0300 heard two loud low frequency blast like sounds. Living near ATK proving grounds, explosions are often he",4/25/19
,4/19/19 03:23,Boise,ID,,,MADAR Node 116,4/25/19
,4/18/19 23:42,Minot,ND,Unknown,5 minutes,We heard pulsing notices outside of our apartment building,4/25/19
,4/18/19 23:42,Minot,ND,Unknown,5 minutes,"Pulsing noises outside, loud as heck",4/25/19
,4/18/19 21:25,Virginia Beach,VA,Disk,1-2 minutes,"I photographed 2 UFOs last night, 4/18/19, at around 9:25 pm, in Virginia Beach from my yard. ((NUFORC Note: Lens flare. PD))",4/25/19
,4/18/19 21:25,Virginia Beach,VA,Disk,1-2 minutes,"Two objects, one with the structure and one just a light moving over our neighborhood then apparently chased away by jets.",4/25/19
,4/18/19 10:30,Greensboro,NC,Unknown,1-2 minutes,"Fast, silent Mystery Craft.",4/25/19
,4/18/19 09:00,Milaca,MN,Unknown,6 minutes,Extremely loud low frequency rocket like rumbling sound traveling east to west in the sky.,4/18/19
,4/17/19 23:30,Wesley Chapel,FL,Disk,5 minutes,I was driving home from work and witnessed 2 disk shaped objects hovering. Noticed a long rectangular bright white light on one which a,4/25/19
,4/17/19 22:30,Muncie,IN,Unknown,Few seconds,Bright stationary object with light that started to blink very low to the ground and very close by,4/18/19
,4/17/19 22:20,Gonzalez,LA,Triangle,1 minute,Three lights in the shape of a triangle with one red light in the center.,4/18/19
,4/17/19 22:15,North Myrtle Beach,SC,Unknown,5 minutes,"3 orange lights over ocean Myrtle Beach, SC.",4/25/19
,4/17/19 22:00,Surfside Beach,SC,,10 minutes,3 orange lights over ocean.,4/18/19
,4/17/19 22:00,Bartow,FL,Changing,30 minutes,"Three objects changing shapes and colors over Bartow, FL. ((NUFORC Note: Possible ""twinkling"" stars?? PD))",4/18/19
,4/17/19 21:30,Bloomington,MN,Oval,Seconds,"This happened in Bloomington, MN. I was driving on hwy 77 going north, just coming up to the side of the Mall of America. I had a frien",4/25/19
,4/17/19 21:30,Bloomington,MN,Oval,Seconds,"This happened in Bloomington, MN. I was driving on hwy 77 going north, just coming up to the side of the Mall of America. I had a frien",4/25/19
,4/17/19 20:56,Hamer,SC,Other,2 minutes,"From Fairmont, NC to Hamer, SC, when out of nowhere what seems to be a long object with a light at both ends. ((anonymous report))",4/18/19
,4/17/19 20:15,Kissimmee,FL,Light,2 minutes,Two of us saw bright green and red flashing lights above the treetops. The left light was blinking green. ((anonymous report)),4/18/19
,4/17/19 20:10,Tucson,AZ,Light,10 seconds,"Where and when: On the evening of April 17, 2019 at around 8:10PM my wife and I were driving north on Arizona highway 77 (Oracle Rd.) a",4/25/19
,4/17/19 20:00,Queen Creek,AZ,Sphere,20-30 seconds,"We were heading east toward Ellsworth when we saw what appeared to be a mile or so away, not terribly high in the sky, 4-6 orange orb o",4/25/19
,4/17/19 19:55,North Phoenix,AZ,Egg,30 seconds,Three Orange-Red egg shaped blurry orbs over North Phoenix changing positions.,4/18/19
,4/17/19 17:00,Sparland,IL,Triangle,1 second,Surprised to see black triangles in my pics that i didn't see with own eyes.,4/25/19
,4/17/19 16:30,Ballston Lake,NY,Cylinder,~20 seconds,White Tic tac shaped object floating silently in the middle of the day.,4/18/19
,4/17/19 14:44,Watsonville,CA,,,MADAR Node 105,4/25/19
,4/17/19 11:00,Sun Valley,NV,Sphere,1 minute,Object flying across the sky.,4/18/19
,4/17/19 07:04,Republic,MO,Light,1 minute,"Came up from above the treeline on my way to school. It was extremely bright, almost like a star. I couldn't really tell the shape beca",4/18/19
,4/17/19 02:00,Ottawa (Carleton) (Canada),ON,Teardrop,10 seconds,I was driving towards the intersection of fallowfield and eagleson when I saw a where streak in the sky like a falling plane or somethi,4/18/19
,4/17/19 02:00,Ottawa (Canada),ON,Teardrop,10 seconds,I was driving towards the intersection of fallowfield and eagleson when I saw a where streak in the sky like a falling plane or somethi,4/18/19
,4/17/19,Portland,OR,Disk,10 minute,Silver ufo.,4/18/19
,4/16/19 23:50,Richmond,KY,Light,3-5 seconds,I saw the light zoom across the sky faster than i’ve ever seen anything travel. ((anonymous report)),4/18/19
,4/16/19 23:03,Dunnsville,VA,Sphere,3 seconds,A large bright green orb with flashs of blue appeared out of no where. Making no sound at all. And shot across the sky in a downward an,4/18/19
,4/16/19 23:01,White Post,VA,Triangle,4 seconds,"Green, triangular object seen moving rapidly across northern Virginia sky.",4/18/19
,4/16/19 23:00,Virginia Beach,VA,Fireball,10 seconds,Object in sky appears to have exploded and disentigrating as it crashes into distace,4/18/19
,4/16/19 23:00,Vineland,NJ,Light,2 minutes,Clouds opened up and it first seemed like a very slow lightning bolt shot down and vanished. White to greenish. ((anonymous report)),4/18/19
,4/16/19 22:00,Macomb,IL,Light,2 minutes,"A light would appear, followed by one or more lights slightly in front of it which sometimes looked like fireworks or some kind of expl",4/18/19
,4/16/19 21:35,Lewistown,IL,Unknown,5 minutes,Red and white lights on flying objects that appeared to be rotating. Lights disappeared and reappeared. ((anonymous report)),4/18/19
,4/16/19 21:30,Titusville,FL,Triangle,30 minutes,4 triangular sightings with different light patterns in quick succession. ((anonymous report)),4/18/19
,4/16/19 21:30,Macomb,IL,Circle,2 minutes,"A light would appear, following by one or more lights slightly in front of it which sometimes looked like fireworks or some kind of exp",4/18/19
,4/16/19 21:30,Knoxville,IL,Light,08:00,"Bright orange lights seen by a family of 4 in rural Knoxville, Illinois.",4/18/19
,4/16/19 21:00,Oley,PA,Formation,3 minutes,"Witnessed five craft with red lights on bottom hovering in formation of a ""V"" on its side. The formation changed direction in",4/18/19
,4/16/19 21:00,Myrtle Beach,SC,Sphere,,Three large orange red spheres in the sky slightly moving then all of a sudden disappeared one by one.,4/18/19
,4/16/19 20:30,Kingwood,TX,Fireball,2 minutes,3 fireballs flying in a triangle.,4/25/19
,4/16/19 20:00,Sarasota,FL,Cylinder,7 minutes,"It was definitely cylinder shaped. It had white lights on the inside, and had lights on the bottom of the object.",4/18/19
,4/16/19 12:20,Apache Junction,AZ,Circle,45 seconds,We witnessed a circular craft rise in the east and went through the clouds leaving a hole where blue sky was. ((anonymous report)),4/18/19
,4/16/19 12:00,Louisville,KY,Sphere,6 seconds,"I was at ny parents' house, sitting on the porch swing out in the county (country-side), talking on the phone when an object that looke",4/18/19
,4/16/19 11:15,Fort Myers,FL,Sphere,3 minutes,Sighted orb moving slowly over area South of Colonial Blvd and just East of Summerlin Blvd. Sunny day and was some reflection that attr,4/18/19
,4/16/19 10:58,Derry,NH,Circle,6 seconds,"Very large blueish white round object, moving downwards from sky.",4/18/19
,4/16/19 05:00,New Prague,MN,Fireball,3 minutes,Red fireball Passover to slow to be a meteor.,4/18/19
,4/15/19 00:00,Bakersfield,CA,Formation,10 minutes,At approximately 6 pm pst my girlfriend and and I were in our driveway looking up in the sky west about 5000 feet in the evening sky we,4/25/19
,4/15/19 22:00,Leeds,UT,Light,10 minutes,Circular light seen over mountains in washington county. ((anonymous report)),4/18/19
,4/15/19 21:06,Osceola,MO,Other,5 minutes,There were 3 rows of orange lights flashing looked like writing at fort then like fireworks then they separated in two different direct,4/18/19
,4/15/19 21:00,Meriden,CT,Circle,1 hour,I saw a bright light hovering outside my window and it moved in a way I’ve never seen before. ((anonymous report))((Star??)),4/18/19
,4/15/19 20:44,Aurora,CO,Chevron,10 seconds,Chevron shape objects at night.,4/18/19
,4/15/19 20:00,Orlando,FL,Fireball,5 minute,It was a round bright object,4/25/19
,4/15/19 19:30,Stroudsburg,PA,Other,continual,"Starlike looking object that visibly moves across the sky in straight lines, and in random circular patterns.",4/25/19
,4/15/19 19:30,Marysville,WA,Disk,1 minute,Took some pictures of a sunset over the Olympics and caught some interesting artifacts not visible to the eye.,4/18/19
,4/15/19 16:39,Alexandria,VA,,,MADAR Node 141,4/25/19
,4/15/19 16:00,Orlando,FL,Rectangle,10 seconds,"White, boxy object spotted zooming through the sky, disappeared within seconds.",4/25/19
,4/15/19 11:30,Montrose,MN,Oval,Huge sphere,((HOAX)) My friend and I were driving home and all the sudden out of the clouds a huge large silver sphere was falling from E to W.,4/18/19
,4/15/19 10:35,San Diego,CA,Other,25 minutes,Bright Silver Odd shaped Object sighted for 25 min over central San Diego,4/18/19
,4/15/19 04:30,Frisco,TX,Triangle,10 seconds,"Wing shaped object flying low and fast over house, made no noise at all. It was white and almost transparent.",4/18/19
,4/15/19 04:03,Gilberts,IL,Triangle,,Arrow like figure shot across the sky. ((anonymous report)),4/18/19
,4/15/19 02:00,Twin Falls,ID,Light,20 minutes,"Bright wht light, like a camera flash, every 2 sec on driver side of truck for 20 min, into field, returned, to back of truck, faded be",4/18/19
,4/15/19 00:33,Wall Township,NJ,Cross,<1 minute,Bright orange flying objects in sky.,4/18/19
,4/14/19 23:25,Burnsville,MN,Fireball,5 seconds,green fireball falling from sky,4/18/19
,4/14/19 22:00,Faribault,MN,Triangle,4 seconds,While out in our yard we saw what was to be a black Triangle with three orange-red circles glowing from underneath. The sighting lasted,4/18/19
,4/14/19 19:35,El Cajon,CA,Light,4-5 seconds,"Light went from barely moving, to shooting across the sky and disappearing. ((anonymous report))",4/18/19
,4/14/19 19:00,Southborough,MA,Triangle,1 minute,Traveling from south to north from far away i thought was a large bird as it got closer i realized i didnt know what it was. It was tri,4/18/19
,4/14/19 18:53,Encino,CA,Light,8 minutes,"Hovering red and white lights at very high altitude, probably 60,000 feet",4/18/19
,4/14/19 17:23,Heredia (Costa Rica),,Other,3 minutos,Object facing the sun.,4/18/19
,4/14/19 17:00,Pittsburgh,PA,Oval,1 minute,"Clear sky, metallic like.",4/18/19
,4/14/19 11:08,Los Angeles,CA,Circle,30 minutes,There was a bright object that was just floating in one spot. ((anonymous report)),4/18/19
,4/14/19 03:00,Gilbert,AZ,Triangle,5 seconds,"On the night of April 13th or very early April 14th at about 2 am some unexplainable events began to unfold.

First, my wife woke me",4/18/19
,4/13/19 20:30,Crofton,KY,Light,1 minute,"3 flashing light over Pennyroyal Parkway about 1/2 miles ahead of our cargoing north bound, then after the lights flashed in a sequenci",4/18/19
,4/13/19 19:45,Clay,WV,Disk,3 minutes,Black disc shaped object bounced around and vanished.,4/18/19
,4/13/19 13:59,Boise,ID,,,MADAR Node 116,4/18/19
,4/13/19 10:40,Birdsboro,PA,Disk,5 seconds,Sudden light and disappearance.,4/18/19
,4/13/19 04:13,Alnwick (UK/England),,Circle,30 minutes,"Initially I thought I was witnessing a fast-moving shooting-star, until it did an abrupt 180 degree turn. It was moving at crazy speeds",4/18/19
,4/13/19 03:00,Centerville,GA,Light,3 minutes,A object only seen the light fly across sky and hover over tree and then dips behind tree.,4/25/19
,4/13/19 00:50,Cartersville,GA,Triangle,5-6 minutes,"Red/orange, glowing, triangular-shaped object with orbish glow hovering low in the sky. Appeared motionless and silent. Two small red/o",4/18/19
,4/12/19 23:45,Carson City,NV,Unknown,4 seconds,"An object too low to be a satellite, too fast and quiet to be an airplane, with a red light.",4/18/19
,4/12/19 23:00,Tampa,FL,Light,5 seconds,"Observed a very fast moving light flying level, 15 degrees above the horizon. Craft was traveling in the WSW sky from Tampa approx 24",4/18/19
,4/12/19 21:28,Boise,ID,,,MADAR Node 116,4/18/19
,4/12/19 21:00,Easley,SC,Sphere,20 minutes,8 Red/Orange spheres flying slow and very low at night.,4/18/19
,4/12/19 20:26,Sherwood,OR,Fireball,2 minutes,I was getting out of my car in front of Papa Murphy's pizza off of 99W. As I was closing my door I happened to look West in the sky and,4/18/19
,4/12/19 20:20,Fouke (5-10 miles south of),AR,Light,5-10 seconds,"Airplane type craft 2,500 - 4,000ft elevation yellow/white lights",4/18/19
,4/12/19 20:07,Sparks,NV,Triangle,20 minutes,Saw black triangle like aircrafts; moved in a zig-zag patterns. All had red & white lights & mysteriously disappeared. ((anonymous)),4/18/19
,4/12/19 19:55,Culver City,CA,Chevron,2 minutes,I noticed a very faint grey/black colored triangular object flying above me. ((anonymous report)),4/18/19
,4/12/19 18:19,Newington,CT,,,MADAR Node 106,4/25/19
,4/12/19 13:10,Parma Heights,OH,Rectangle,5 minutes,"flat, rectangle, mottled gray in color. ((anonymous report))",4/18/19
,4/12/19 00:00,Jay,ME,,1 minute,"Large bright orange/yellowish orb, resembling a large star floating throughout the sky.",4/12/19
,4/11/19 21:15,San Antonio,TX,Triangle,2 minutes,Three red-orange lights in triangular formation hovering over apartments.,4/12/19
,4/11/19 19:00,Salinas,CA,Cigar,3 minutes,"Was driving west of Salinas and saw a dark-colored, cigar shaped craft in the sky staying still. It then hid in the clouds.",4/25/19
,4/11/19 19:00,Hillsboro,OH,Triangle,25 minutes,Triangular shaped crafts circle and jump space. ((anonymous report)),4/12/19
,4/11/19 18:00,Cleveland,TN,Circle,5 minutes,"Obj. moving SE, watched it until it disappeared. Remained a white color even against the evening sun. ((anonymous report))",4/12/19
,4/11/19 14:00,Ormond Beach,FL,Formation,5 minutes,Four strange aircraft flying in pairs; bathed in pearl-iridescent color; preceded by loud high pitch whirling sound headed SE.,4/18/19
,4/11/19 13:00,Harrisburg,PA,Triangle,1 minute,"An all black triangle, medium sized, crossed the sky over the highway (81s) moving fast causing multiple vehicles to stop on the road.",4/12/19
,4/11/19 10:01,Norwood,NJ,,,MADAR Node 145,4/18/19
,4/11/19 07:00,Fresno,CA,Triangle,3 seconds,"Bright silver triangle hovering in southwest sky making the shape of Deneb, Vega, Altair, Venus. Vanished completely followed by two je",4/12/19
,4/11/19 04:05,Toronto (Canada),ON,Other,2 minutes,Yellowish object with red pulsing light passing over my home.,4/18/19
,4/11/19 03:20,Toronto (Canada),ON,Sphere,2 minutes,Tiny spherical object with a single white light.,4/18/19
,4/11/19 00:56,Aloha,OR,Light,10 seconds,I could see a small green light suddenly appear in the dark sky.,4/12/19
,4/10/19 22:30,Statesboro,GA,Triangle,10 seconds,2 Large triangle shape flying objects directly over my house. ((anonymous report)),4/12/19
,4/10/19 22:30,Freeport,TX,Formation,5 seconds,"It looked like a flare, but it had a series of moving bright white lights.",4/18/19
,4/10/19 22:00,Beaver,OH,Circle,3-5 seconds,3 large orange balls of light in the western sky at 10pm.,4/12/19
,4/10/19 21:20,Austin,TX,Triangle,30 seconds,I was walking my dogs outside in south Austin around 9:20pm. I caught something in the corner of my eye and was able to identify a tri,4/12/19
,4/10/19 21:18,Croydon,PA,Triangle,Few minutes,Weird triangles flying in different directions.,4/18/19
,4/10/19 21:18,Croydon,PA,Oval,a few minutes,weird triangles flying in different directions,4/18/19
,4/10/19 20:35,Orlando,FL,Sphere,5 minutes,At 20:35 I was with my dog outside in my backyard. I happened to look up at the sky. From the north came a fast moving orb. It was very,4/12/19
,4/10/19 19:20,Milton,FL,Fireball,>5-10 minutes,"Two flaming balls falling from the sky in Milton Florida, April 10, 2019",4/18/19
,4/10/19 19:00,Scottsdale,AZ,Circle,,"Two stationary, bright lights in the sky, before sunset, remained for over 25 minutes with no apparent motion",4/18/19
,4/10/19 19:00,Mesa,AZ,Light,25 minutes,Bright light in the sky in Mesa area.,4/12/19
,4/10/19 18:00,Apache Junction,AZ,Circle,20 minutes,"Stationary, bright white round light in the daytime sky, brighter than the moon, larger than any star or plant, over Apache Junction.",4/12/19
,4/10/19 17:06,Orlando,FL,Changing,9 minutes,"Just get to the office, looking something like a boomerang on the sky moving east to west, shining light and get black and so on, my bo",4/12/19
,4/10/19 17:00,Gold Canyon,AZ,Circle,10 minutes,Apr. 10th we witnessed a very bright silvery round object hovering near zenith over our community looking like a very bright star.,4/25/19
,4/10/19 13:51,Goffstown,NH,,,MADAR Node 05,4/18/19
,4/10/19 08:57,Jacksonville,FL,Light,2 minutes,"It's a clear night and I was wanting to do some sky watching, so I went out on my porch and sat for a bit and then coming from the nort",4/12/19
,4/10/19 08:45,Springhill,FL,Light,10 seconds,Was on porch very low bright flew past fast from SE to NW all dogs within blocks went crazy as did mine. ((anonymous report)),4/12/19
,4/10/19 05:40,Salinas,CA,Triangle,15,"3 triangular lights appear while driving North bound from Chular, CA.",4/12/19
,4/10/19 01:00,Desert Hot Springs,CA,Light,20 minutes,I was very scared and now I'm concerned.,4/12/19
,4/10/19 00:16,Trenton,OH,Unknown,seconds,"stream of bright blue light, burst of light, then vanished.",4/12/19
,4/9/19 00:00,San Antonio,TX,Circle,~1 hour,((HOAX??)) Spinning rainbow colored lights. ((anonymous report)),4/12/19
,4/9/19 23:30,Plainville,CT,Circle,30 seconds,A very bright very large object in sky by Plainville airport that hovered in the sky and quickly disappeared,4/12/19
,4/9/19 22:00,Linwood,NJ,Chevron,5 seconds,"Two, silent v-shaped craft with underside lights moving swiftly in unison heading southwest over Linwood, NJ.",4/12/19
,4/9/19 22:00,Clarksville,TN,Disk,30+ minutes,UFO caught with binoculars by 3 people.,4/12/19
,4/9/19 21:41,Norwood,NJ,,,MADAR Node 145,4/18/19
,4/9/19 21:00,Mary Esther/Fort Walton Beach,FL,Triangle,15 seconds,Triangular craft witnessed in fort Walton beach,4/12/19
,4/9/19 20:45,Converse,TX,Light,~15 seconds,bright light vanishes like nothing at a fast speed,4/12/19
,4/9/19 20:44,D'Iberville,MS,Unknown,5 seconds,Transparent lights.,4/12/19
,4/9/19 19:30,Espanola,NM,Circle,10,Very bright large round object nw of moon and farther away than moon.,4/12/19
,4/9/19 19:00,Santa Fe,NM,Oval,Ongoing,Two oval-shaped stationary orbs brightly reflecting light. ((anonymous report)),4/12/19
,4/9/19 13:58,Boise,ID,,,MADAR Node 111,4/18/19
,4/9/19 09:00,Sedona,CT,Disk,Photo,Noticed jet contrail over mountains snapped photo with an iPhone Saw disk/ saucer in photo,4/18/19
,4/9/19 07:10,Lansing,MI,Unknown,10 minutes,"On April 9 th at 7:05 AM I left from my home in Grand Ledge for work In Lansing, MI by the Lansing Capitol Airport. Driving East on M-4",4/25/19
,4/9/19 04:29,Park Township (Holland),MI,Other,32 seconds,Unidentified flying object on tracked night sky images,4/12/19
,4/8/19 20:50,Fairfax,VA,,,MADAR Node 122,4/12/19
,4/8/19 19:00,Sylvan Lake (Canada),AB,Light,3 seconds,"High-altitude white dot over Sylvan Lake, Alberta. It did a curly que upwards and vanished. 3 second sighting.",4/25/19
,4/8/19 04:15,Baker,CA,Light,2-3 seconds,"@4:15am green light beam near Baker, Ca",4/12/19
,4/8/19 04:15,Palmdale,CA,Circle,3 seconds,"Driving N bound, 14 fwy, just about at the Aqua Duct and a Green ball of light with a brighter outter ring, of a lighter color, fell fr",4/8/19
,4/8/19 00:15,Brookings,SD,Triangle,<30 seconds,"Triangular object with 7 lights on the bottom, appearing to be a few hundred feet from the ground. ((anonymous report))",4/12/19
,4/7/19 23:38,Stillwater,,,Hours,Facing north at aprox 11oclock high a stationary bright white light with a smaller lower red and white light observed 4/7/2019 and 4/8/,4/12/19
,4/7/19 22:00,Nashville,TN,Disk,7 minutes,"((HOAX??))Very beautiful disc shaped object appeared in the sky @ 10 pm, this is the time when I noticed it first. ((anonymous report))",4/8/19
,4/7/19 20:49,Minneapolis,MN,Light,~5 minutes,"Well, typical in Minnesota. Another sighting.This time I had the chance to pull out my phone. Strange extremely bright light in the da",4/25/19
,4/7/19 20:25,Las Vegas,NV,Light,2 minutes,A light caught my attention.,4/8/19
,4/7/19 20:00,Harrisburg,MO,Light,1 minute,I looked at the stars like I usually do. Then I noticed a white light similar to an airplane. Watched for 1 hour.,4/8/19
,4/7/19 19:00,Mary Esther,FL,Light,10 minutes,Green light pursued by several unmarked helicopters. ((anonymous report)),4/8/19
,4/7/19 18:11,Goffstown,NH,,,MADAR node 05,4/12/19
,4/7/19 17:58,Alexandria,VA,,,MADAR Node 141,4/12/19
,4/7/19 14:43,Alexandria,VA,,,MADAR Node 141,4/12/19
